Week_Start,Reported_Category,Store_Type,Reported_Retailer,Competitor_Volume,Competitor_Sales
2024-03-18,Snacks,Hypermarket,Giant,1139,2700.76
2024-05-06,Snack,Online,Prime Pantry,4815,16520.7
2025-04-28,Bites,Supermarket,Daily Shop,2016,6839.22
2025-12-15,Beverage,Convenience,CornerStore Inc,3957,8227.58
2024-07-08,Bites,Supermarket,Fresh Grocer,4622,19050.03
2024-06-10,Drinks,Convenience,Quick Stop,2615,5723.99
2024-08-05,Snacks,Online,WebCart,4962,18518.45
2025-01-13,Snacks,Supermarket,dailyshop,2494,9021.53
2024-09-30,Liquid Refreshment,Supermarket,FreshGrocer,1625,5812.5
2025-11-24,Snack,Convenience,qUICK-sTOP,1757,8154.53
2024-11-11,Liquid Refreshment,Convenience,QuickStop Convenience,4485,28329.99
2024-11-25,Bites,Supermarket,Fresh Grocer,1120,2614.89
2025-07-07,Paczaged Snacks,Online,wEBcART oNLIzE,2607,5490.89
2025-07-07,f&b - snacks,Online,pRIMEpANTRY,2991,9081.23
2024-01-29,Bevs,Supermarket,Daily-Shop,3966,9535.69
2024-01-15,Beverage,Hypermarket,Gsant,4195,13252.53
2026-01-26,Snacks,Online,Prime Pntry,4116,17667.3
2025-06-30,Bites,Convenience,QuickStop Convenience,1067,6676.02
2024-03-04,F&B - Bev,Online,PrimePantry,4401,22961.49
2024-06-03,f&s - sNACKS,Convenience,Quick-Stop,1850,9359.72
2025-06-23,Packaged Snacks,Supermarket,Fresh Gr,4122,7752.93
2025-04-14,SNACK,Supermarket,Frssh Gr,1715,7381.36
2024-08-26,Bites,Hypermarket,the giant store,3221,17122.41
2024-10-07,BEVERAGE,Hypermarket,MegaMart Supercenters,4792,22760.65
2024-11-25,Bzvs,Convenience,Corner Store,1239,2770.58
2024-12-23,Beverages,Convenience,corner store,4554,9559.53
2025-03-17,Bevs,Online,Prime Pntry,3791,23126.17
2024-07-29,Snack,Supermarket,DailyShop Local,3608,16108.75
2024-08-12,Liquid Refreshment,Hypermarket,GiantStore,4604,19516.61
2026-01-12,bevs,Hypermarket,The Giant Store,3136,13138.05
2024-02-05,Liquid Refreshment,Hypermarket,Mega Mxrt,3446,22030.49
2024-11-25,sNACK,Hypermarket,MegaMart,2734,6876.58
2025-01-27,Liquid Refreshment,Convenience,Corner Store,2201,5452.15
2024-07-15,F&B - Snacks,Supermarket,FreshGrocer LLC,4061,10538.91
2024-05-27,pACKAGED sNACKS,Online,Prime Pantry,2164,4346.66
2025-12-08,Drinks,Supermarket,FreshGrocer LLC,2830,10909.43
2024-06-24,F&B - Snacks,Hypermarket,MegaMart Supercenzers,2755,17378.45
2024-09-02,BEVERAGES,Supermarket,Fxesh Grocer,1651,10298.26
2025-09-01,F&B - Bev,Convenience,Corner Store,2403,10016.3
2025-08-25,Beverage,Online,Web Cart,3208,15923.43
2024-05-27,Bites,Supermarket,FRESH GR,4936,15446.83
2026-05-11,F&B - Bev,Online,PrimePantry Delivery,4168,15995.34
2025-02-17,Bitzs,Convenience,QuickStop Convenience,3144,12105.9
2024-04-15,F&B - Snacks,Supermarket,DailyShop Local,3894,20718.93
2024-06-24,LIQUID REFRESHMENT,Supermarket,fRESH gRzCER,1557,3832.58
2026-06-15,Packaged Snacks,Hypermarket,MegaMart Inc.,4393,22291.53
2024-02-05,beverage,Online,WebCart Online,2698,13332.8
2025-08-18,F&B - Snacks,Hypermarket,MegaMart Inc.,1544,7736.7
2026-03-02,Packaged Snacks,Online,Prime Pantry,4404,18641.92
2026-02-23,packagedesnacks,Convenience,Corner Store,4956,11507.05
2024-02-12,Snacks,Convenience,qUICK-sTOP,3317,9062.45
2024-02-12,Snask,Convenience,CornerStore Inc,3157,13330.04
2024-09-23,F&B - Bev,Online,wsBcART,4181,23418.78
2026-05-18,Beverages,Supermarket,Fxesh Gr,1339,2979.02
2025-04-07,Bevs,Supermarket,FreshGrocer LLC,2705,11892.79
2026-03-09,SeACKS,Convenience,CornerStore,3734,15270.56
2024-01-15,SNACKS,Convenience,QuickStop,1585,9004.51
2024-03-25,F&B - Bev,Online,PrimePantry,3638,22515.47
2024-01-29,Bites,Online,WebCart.com,4512,16192.69
2026-01-12,F&B - Snacks,Convenience,CornerStore Inc,1789,3686.24
2025-01-20,Packagad Snacks,Hypermarket,Giant,3941,17223.08
2025-07-14,bITES,Convenience,the corner store,3600,9436.55
