Week_Start,Reported_SKU,Reported_Brand,Reported_Variant,Sub_Category,Reported_Category,Store_Type,Reported_Retailer,Volume,Unit_Price,Total_Sales
2026-06-22,SKU-1002,fIZZpOP,Chsy,Soda,Drinks,Convenience,CornerStore,528,2.44,1287.64
2025-07-28,SKU-1007,Zap,SugarFree,Energy,Liquid Refreshment,Hypermarket,Giast,643,3.69,
2026-05-04,SKU-1z11,CrunchBite,Honey BBQ,Chips,Snacks,Supermarket,FRESHGROCER,434,4.14,1795.15
2024-04-15,SKU-1016,sWEETtREAT,Oatml,Cookies,BITES,Supermarket,dailyshop,118,2.56,302.44
2025-02-17,SKx-1006,zap,Ognl,Energy,Drinks,Supermarket,DAILYSHOP LOCAL,428,4.24,1814.84
2025-01-27,SKU-1016,SweetTreat,OATML,Cookies,PackagedzSnacks,Online,WebCart,724,3.77,2730.98
2025-04-07,SKU-1006,ZAP,Original,Energy,F&B - Bev,Online,WebCart Online,353,3.06,1079.29
2025-11-03,sku-1005,ColaMax,French Vanilla,Soda,Beverages,Online,Prime Pantry,162,2.87,465.35
2024-06-17,sku-1016,SweetTreat,Oatml,Cookies,F&e - Snacks,Hypermarket,the giant store,292,4.5,1312.76
2025-10-20,sku-1005,ColaMax,vanilla,Soda,Beserages,Hypermarket,Giant Store,265,5.45,1445.48
2025-12-22,SKU-1004,ColaMax,ZERO,Soda,Drinks,Hypermarket,giant,144,3.81,549.3
2024-05-27,SKU-1004,ColaMax,No Sugar,Soda,Liquid Refreshment,Online,PrimePantry,99,2.29,226.27
2026-01-19,SKU-1002,FIZZPOP,Cherry,Soda,Beverage,Supermarket,DAILYSHOP LOCAL,111,3.17,351.76
2025-04-21,SKU-1006,Zap,Ogzl,Energy,lIQUID rEFRESHMENT,Supermarket,FreshGrocer LLC,324,4.04,1310.56
2024-03-11,skue1003,ColaMax,sTANDARD,Soda,Liquid Refreshment,Hypermarket,Mega Mart,453,3.69,1671.25
2026-05-04,SKU-1013,PotatoKing,Orieinal,Chips,F&B - Snacks,Online,PrimePantry Delivery,277,5.26,1457.76
2025-12-15,SKU-1005,cOLAmAX,Van,Soda,Liquid Refreshment,Convenience,QuickStop,302,5.17,1559.84
2026-05-25,SKU-1004,COLAMAX,Zero Sugar,Soda,bevs,Convenience,Quick-Stop,530,3.8,2014.57
2024-02-19,SKU-1001,Fizzxop,Diet,Soda,Lxquid Refreshment,Convenience,CornerStore Inc,257,4.57,1173.75
2025-04-07,SKU-1010,CrunchBite,Salted,Chips,F&B - Snacks,Online,WebCart.com,515,2.4,1234.1
2025-01-20,SKU-1005,ColaMax,Van,Soda,BEVERAGES,Convenience,QUICKSTOP CONVENIENCE,522,5.89,3072.15
2025-02-10,sku-1012,CrunchBite,spscy,Chips,bites,Hypermarket,The Giant Store,516,4.66,2402.62
2025-10-27,SKU-1013,potatoking,Classc,Chips,SxACK,Supermarket,DailyShop,417,4.12,
2025-01-20,sku-1017,DoughBoy,dOUBLE cHOCO,Cookies,F&B - Snacks,Online,WebCart,404,2.43,981.53
2025-12-08,SKU-1006,Zap,Ognl,Energy,bevs,Hypermarket,MegaMart,495,4.96,2456.4
2024-01-29,SKU-1014,PotatoKing,SourCream,Chips,Snacks,Hypermarket,MEGAMART INC.,557,5.34,2974.72
2025-04-28,SKU-1014,PotatoKing,sOURcREAM,Chips,Snacks,Convenience,CornerStose,175,2.81,490.94
2025-10-27,SKU-1005,colamax,French Vanilla,Soda,bEVERAGES,Online,PrimePantry Delivery,152,2.68,407.26
2024-11-11,SKU-1017,Doughxoy,DoubleChoco,Cookies,Packaged Snacks,Online,Prime Pantry,452,5.61,2534.04
2025-11-24,SKU-1007,Zap,Sugar Free,Energy,Beverages,Convenience,Quick Stop,201,3.16,634.82
2025-01-27,SKU-1013,PotatoKing,Clssc,Chips,F&B - Snacks,Online,WebCart Online,553,3.81,2105.29
2024-07-15,sku-1017,DoughBoy,dOUBLEcHOCO,Cookies,snacks,Hypermarket,GiantStore,167,3.76,628.08
2025-11-24,sku-1007,Zap,SF,Energy,Beverage,Hypermarket,GiantStore,400,3.62,1448.87
2025-12-15,SKU-1013,PotatoKing,Cxssc,Chips,Packaged Snacks,Supermarket,Daily Shop,574,3.91,2241.51
2025-05-26,SKU-1011,CrunchBite,Barbecue,Chips,F&B - Snacks,Online,PRIMEPANTRY,127,5.63,714.6
2026-02-09,SKU-1012,CrunchBite,Hot,Chips,Packaged Snacks,Online,wEBcART oNLINE,308,5.23,1609.87
2025-04-07,SKU-1018,Dougheoy,Vanilla,Cookies,Snacks,Convenience,The Corner Store,281,2.13,598.43
2026-04-20,SKU-1008,Titan,Bry,Energy,Bevs,Online,pRIMEpANTRY,198,4.0,791.23
2025-01-06,SKU-1009,Titxn,Ctrs,Energy,f&b - bev,Convenience,QuickStop Convenience,455,2.99,
2025-03-17,SKU-1013,potatoking,Original,Chips,PACKAGED SNACKS,Convenience,cORNERsTORE iNC,455,3.78,1718.84
2024-02-19,sku-1015,SzeetTreat,choco chip,Cookies,sNACK,Hypermarket,The Giant Store,101,2.62,264.79
2025-11-10,SKU-1007,ZAP,SugarFree,Energy,Drinks,Hypermarket,Giant,463,2.07,958.89
2024-11-11,sku-1000,FizzPop,rEGULAR,Soda,Drinks,Supermarket,Dailx Shop,91,4.48,408.03
2025-11-10,SKU-1011,ceUNCHbITE,barbecue,Chips,Snack,Online,PrimePantry Delivery,703,4.04,2840.5
2025-08-18,SKU-z006,Zap,CLASSIC,Energy,Beverage,Supermarket,DailyShop Local,457,2.76,1261.09
2024-10-28,SKU-1006,Zap,Classic,Energy,lIQUID rEFRESHMENT,Online,web cart,305,3.9,1189.2
2024-11-18,SKU-1005,ColaMax,French Vanilla,Soda,Drinks,Convenience,QUICK-STOP,429,3.11,1334.0
2025-12-22,SKU-a008,TITAN,Bry,Energy,Bevs,Convenience,The Corner Store,243,4.04,982.29
2025-03-10,sku-1016,SweetTreat,OATMEAL RAISIN,Cookies,BITES,Hypermarket,MegaMart Supercenters,246,2.59,637.81
2024-07-22,SKU-1009,Titan,Citrs,Energy,Beverage,Online,prime pntry,558,3.95,2205.74
2024-07-08,SKU-1009,TITAN,Citrus,Energy,Liquid Refreshment,Hypermarket,gIANT cORP,510,3.19,1624.52
2025-03-10,SKU-1011,crunchbite,bARBEQUE,Chips,Sneck,Supermarket,Fresh Gr,177,3.11,550.12
2025-04-14,SKU-1017,DoughBoy,Dbl Choco,Cookies,F&B - Snacks,Hypermarket,THE GIANT STORE,276,2.02,557.67
2024-05-06,sku-1004,COLAMAX,0,Soda,Bevs,Supermarket,fresh grocer,327,5.19,1698.52
2025-07-07,SKU-1000,FizzPop,Orig,Soda,Bevs,Online,Prime Pntry,448,2.94,1317.8
2024-06-17,SKU-1002,FizzPop,cHERY,Soda,Beverages,Hypermarket,Giant Corp,303,2.91,880.71
2024-12-30,SKU-1008,Titan,Berry,Energy,Beverage,Convenience,The Corner Store,253,2.6,657.28
2024-04-01,SKU-1003,ColaMax,Reg,Soda,F&B - Bev,Hypermarket,MegaMart Inc.,138,2.23,308.21
2024-05-20,SKU-1011,crunchbite,barbeque,Chips,Snacks,Supermarket,FreshGrocer,237,4.72,1118.86
2024-07-22,SKU-1006,Zap,Ognl,Energy,dRINKS,Hypermarket,gIANT caRP,714,4.6,3287.5
2025-05-05,SKU-1012,CrunchBite,Spcy,Chips,Snacks,Supermarket,Daily Shop,516,5.44,
2025-07-07,SKU-1010,CrunchBite,Original Salted,Chips,Packaged Snacks,Online,wEB cART,120,3.78,453.67
2025-10-13,SKU-1010,CrunchBite,Original Salted,Chips,Packaged Snacks,Supermarket,dailyshop,333,3.25,1083.41
2024-01-15,sku-1010,CrunchBite,Sltd,Chips,F&B - SNACKS,Supermarket,DailyShop Local,280,2.33,652.84
2026-01-26,SzU-1005,ColaMax,Van,Soda,lIQUID rEFRESHMENT,Supermarket,DailyShop Local,431,2.96,1277.18
2025-05-19,SKU-1017,DoughBoy,DBL CHC,Cookies,Packaged Snacks,Hypermarket,Giant,302,5.36,
2025-10-06,SKU-1012,cRUNCHbITE,Spicy,Chips,Snack,Online,Web Cart,301,2.69,809.41
2024-10-07,SKU-1012,CrunchBite,flamin,Chips,Bites,Convenience,cornerstore inc,119,3.74,445.4
2024-11-11,SKU-1003,ColaMax,Standard,Soda,Beverage,Online,Prime Pntry,82,2.11,172.67
2024-02-19,SKU-1005,cOeAmAX,van,Soda,F&B - BEV,Online,WebCart,172,4.33,744.68
2025-03-03,SKU-1005,colamax,Vanilla,Soda,Bzverage,Convenience,CornerStore Inc,458,5.07,2320.14
2026-03-09,SKU-1015,SweetTreat,CC,Cookies,F&Bz- Snacks,Online,Prime Pantry,536,4.01,
2024-01-29,SKU-1017,DoughBoy,doublechoco,Cookies,Bises,Online,PrimePantry,602,5.33,3210.96
2024-01-08,SKU-1009,tITAN,Citrs,Energy,F&B - Bev,Hypermarket,mEGAmART iNC.,181,4.44,803.55
2025-10-13,SKU-1003,ColaMax,Std,Soda,Bevs,Hypermarket,megamart,320,5.64,1805.39
2024-02-26,SKU-1008,Titan,Mixed Berry,Energy,Beverage,Convenience,Corner Store,113,3.42,387.01
2024-07-15,SKU-1010,CRUNCHBITE,salted,Chips,Packaged Snacks,Supermarket,FreshGrocer,365,3.78,1380.62
2024-04-08,SKU-1013,potatoking,CLSSC,Chips,Snack,Online,WebCart Online,193,4.48,865.51
2025-07-14,sku-1007,Zap,no sugar,Energy,Bevs,Supermarket,Fresh Grocer,306,3.06,937.34
2026-01-12,SKU-1013,potatoking,Original,Chips,Betes,Supermarket,DailyShop,605,4.94,2990.03
2024-09-30,SKU-1008,Titan,Bry,Energy,BEVERAGES,Supermarket,fRESHgROCER llc,307,3.46,1061.92
2025-09-08,SKU-1z04,ColaMax,0,Soda,bevs,Convenience,The Corner Store,383,4.51,1727.09
2024-04-08,SKU-1016,SweetTreat,Oatmeal,Cookies,Snack,Online,wEBcART,416,2.72,1131.43
2024-05-06,SKU-1017,dOUeHbOY,Doubla Choco,Cookies,F&B - Snacks,Supermarket,FreshGrocer LLC,450,3.55,1596.52
2026-04-13,SKU-1013,PotatoKing,classc,Chips,Snacks,Hypermarket,MegaMart,515,5.48,2822.27
2024-03-18,SKU-10x1,CrunchBite,Barbecue,Chips,f&b - sNACKS,Online,Prime Pantry,136,5.05,687.17
2024-02-12,SKU-1008,Titan,Berry,Energy,bsVERAGES,Online,WebCart Online,341,4.69,1599.69
2024-03-18,SKU-1000,FizzPop,Regular,Soda,BEVERAGE,Supermarket,dailyseop,411,4.96,2039.27
2024-07-01,sku-1017,DoughBoy,Dbl Choco,Cookies,bITES,Convenience,QUICK STOP,157,3.17,497.89
2025-01-06,SKUx1006,Zap,CLASSIC,Energy,bevs,Hypermarket,mEGAmART,514,3.13,1607.11
2025-09-22,SKU-1002,FizzPop,cHERRY,Soda,Drinas,Supermarket,DailyShop Local,313,3.52,1102.93
2026-04-20,SKU-1s02,FizzPop,Chery,Soda,Liquid Refreshment,Convenience,QUICK-STOP,319,2.3,734.11
2024-03-04,SKU-1013,POTATOKING,cLASSIC,Chips,SNACK,Hypermarket,Giant Store,387,4.46,1725.09
2024-12-09,SKU-1009,Titan,Lemon-Lime,Energy,Liquid Refreshment,Online,WebCart.com,68,4.97,337.64
2025-07-21,SKU-1010,CrunchBite,Original Salted,Chips,BITES,Supermarket,DailyShop Local,263,5.6,1472.26
2024-11-25,SKU-1009,TITAN,Ctrs,Energy,Beverages,Online,Prime Pntry,434,3.88,
2026-04-13,SKU-1004,ColaMax,Zsro,Soda,Liquid Refreshmeet,Convenience,CornerStore Inc,198,4.02,796.19
2024-08-05,SKU-1011,CRUNCHBITE,BBQ,Chips,Snack,Convenience,CornerStore Inc,363,2.01,729.66
2025-08-25,SKU-1014,PotatoKing,SOURCREAM,Chips,snack,Supermarket,DailyShop Local,115,5.72,657.93
2025-07-28,SKU-1017,DOUGHBOY,DBL CHOCO,Cookies,snacks,Hypermarket,the giant store,506,4.86,2459.51
2025-03-03,SKU-1018,doughboy,vANILLA,Cookies,Snack,Convenience,Corner Store,469,3.28,1538.75
2025-01-06,SKU-z001,fIZZpOP,Lite,Soda,bevs,Supermarket,DAILYSHOP,67,3.51,235.36
2025-05-05,SKU-1005,colamax,French Vanilza,Soda,Bevs,Online,PrimePantry,501,3.91,1960.28
2025-03-17,SKU-1002,fIZZpOP,chery,Soda,Beverages,Hypermarket,MeGA MART,429,5.05,2164.49
2024-06-03,SKU-1009,Titan,Lemon-Lime,Energy,Beverages,Supermarket,DailyShop,579,3.71,2145.58
2025-06-02,sku-1007,Zap,Sugar Free,Energy,bevs,Online,wEB cART,117,5.87,686.84
2024-09-23,SKU-1014,POTATOKING,Sour Crm,Chips,Bites,Convenience,Quick Stop,454,4.86,2205.41
2024-06-24,sku-1016,SweetTrsat,Oat,Cookies,Packaged Snacks,Supermarket,DailyShop,412,5.19,2140.13
2025-03-03,SKU-1018,DOUGHBOY,Vnla,Cookies,packaged snasks,Online,WebCart,421,4.37,1838.14
2025-06-16,SKU-1000,fIZZpOP,Regular,Soda,Bevs,Convenience,Quick Stop,664,5.93,3935.69
2026-06-15,SKU-1010,CrunchBite,Original Salted,Chips,F&B - Snacks,Hypermarket,Giant,366,4.2,1536.08
2026-02-09,SKU-1014,PotatoKing,SC & Onion,Chips,F&B - Snxcks,Hypermarket,The Giant Store,418,4.81,2010.73
2026-04-13,sku-1006,Zap,classic,Energy,drinks,Convenience,CornerStore Inc,172,3.04,523.18
2024-07-29,SKU-1009,Titan,lemon-lime,Energy,DRINKS,Online,WebCart.com,489,5.3,2592.45
2025-06-16,SKU-1008,Titan,Mixed Berry,Energy,F&B - Bev,Convenience,qUICKsTOP,494,2.16,1068.89
2026-05-04,SKUe1011,CrunchBite,Barbeque,Chips,Snacks,Hypermarket,Giant Store,105,4.92,517.05
2024-01-29,SKU-1010,CrunchBite,Salted,Chips,F&B - Snacks,Hypermarket,GiantStore,91,3.79,345.1
2025-11-17,SKU-e015,SweetTreat,CC,Cookies,BITES,Convenience,Quick-Stop,332,5.56,1847.12
2024-08-12,sku-1001,FizePop,Lite,Soda,Liquid Refreshment,Hypermarket,Giant Store,570,2.09,1190.93
2026-04-27,SKU-1005,cOLAmAX,French Vanilla,Soda,Drinks,Online,WebCart,394,4.83,1903.49
2026-02-09,sku-1006,ZAP,ognl,Energy,Drinks,Hypermarket,Giant,201,4.41,886.75
2025-10-06,sku-1012,cRUNCHbITE,spicy,Chips,f&b - sNACKS,Hypermarket,MegaMart,113,5.15,582.12
2024-06-10,sku-1016,SweetTreat,oATMEAL,Cookies,F&B - SNACKS,Hypermarket,gientstore,389,4.99,1941.24
2025-12-08,SKU-1017,DoughBoy,Dbl Choco,Cookies,Bites,Online,pRIME pNTRY,262,3.93,1028.43
2025-01-27,SKU-1018,doughboy,Vnla,Cookies,F&B - SNACKS,Convenience,Quick-Stop,678,2.24,1515.74
2024-05-20,sku-1006,zap,CLASSIC,Energy,bEVERAGE,Hypermarket,MegaMart,53,5.95,315.16
2024-12-16,SKU-1009,Titan,citrus,Energy,Beverage,Supermarket,FRESH GROCER,452,3.47,1566.98
2024-11-18,SKU-1017,DoughBoy,Double Choco,Cookies,Snack,Convenience,CornerStore,635,4.66,2958.86
2026-05-11,SKU-1000,FIZZPOP,Regular,Soda,Beverages,Convenience,cORNERsTORE iNC,220,3.95,868.27
2025-10-27,SKU-1001,FizzPop,Dt,Soda,Bevs,Convenience,QuickStop,74,2.23,164.93
2024-01-22,SKU-1007,Zap,No Sugar,Energy,F&B - BEV,Convenience,Corner Store,284,5.46,1549.32
2024-06-24,SKU-1016,SweetTreat,Oatmeal Raisin,Cookies,Snacks,Online,WEBCART ONLINE,448,5.53,2479.35
2025-04-28,SKU-1012,CrunchBite,Flamin,Chips,Bites,Convenience,CornerStore Inc,436,2.07,903.26
2025-06-16,SKU-1017,DoughBoy,Dbl Chaco,Cookies,Snacks,Online,pRIME pNTRY,261,4.52,1180.62
2026-04-27,SKU-1001,fizzpop,Lite,Soda,BEVS,Supermarket,DailyShop Local,261,2.61,680.96
2026-02-23,SKU-1013,PotatoKing,Clssc,Chips,Bites,Hypermarket,Mega Mart,161,2.33,375.33
2025-06-30,SKU-1014,POTATOKING,SC & Onion,Chips,Packaged Snacks,Online,WebCart.com,309,4.11,1268.91
2025-10-13,SKU-1010,crunchbite,Salt,Chips,Bites,Hypermarket,Mega Mart,386,5.54,2137.47
2025-08-04,SKU-1016,SweetTreat,Oatmeal,Cookies,packaged snacks,Supermarket,Fresh Grocer,250,3.36,840.18
2024-02-19,SKU-1008,tITAN,Mixed Berry,Energy,Beverage,Online,WEB CART,94,4.04,379.7
2024-12-09,SKU-1010,CrunchBite,Original Salted,Chips,Snacks,Hypermarket,MegaMart Supercenters,212,2.2,466.43
2024-05-13,SKU-1016,SweetTreat,oATML,Cookies,Snack,Online,prime pantry,359,4.01,1440.14
2024-05-27,SKU-1010,CrunchBite,Original Salted,Chips,Bites,Convenience,QuickStop,451,5.52,2487.66
2025-02-10,SKU-1018,dOUGHbOY,VANILLA,Cookies,F&B - SNACKS,Online,PrimePantry Delivery,244,2.72,663.34
2025-10-13,SKU-1014,PotatoKing,SC & Onion,Chips,Snacks,Supermarket,Daily Shop,301,2.72,817.29
2024-11-11,SKU-1003,ColaMax,STANDARD,Soda,BEVERAGES,Supermarket,Fresh Grocer,108,2.91,314.76
2024-07-08,sku-1008,Titan,bRY,Energy,f&b - aev,Convenience,CornerStore,208,4.89,1016.28
2025-05-12,sku-1018,DoughBoy,Vnla,Cookies,bITES,Hypermarket,megamart supercenters,166,3.37,559.13
2024-02-12,SKU-1013,PotatoKing,classic,Chips,F&B - Snacks,Hypermarket,GiaztStore,277,3.16,
2024-02-26,SKU-1003,cOLAmAX,Base,Soda,f&b - bev,Convenience,Corner Store,412,5.28,2174.03
2025-04-07,SKU-1013,PotatoKing,Clssc,Chips,Bites,Online,pRIME pANTRY,77,3.38,260.56
2025-05-05,SKU-1015,SweetTreat,ChocoChip,Cookies,Snack,Online,Web Cart,354,5.92,
2025-12-29,SKU-1009,Titan,Lemon-Lime,Energy,f&b - bEV,Hypermarket,MegaMart,395,5.23,2064.91
2026-04-20,SKU-1014,PotatoKing,SourCream,Chips,F&B - Snacks,Convenience,Quick Stop,354,4.03,1425.14
2024-09-02,SKU-1001,FizzPop,Lize,Soda,BEVERAGE,Hypermarket,MegaMartsInc.,63,5.95,374.61
2025-07-07,sku-1006,Zap,Orig,Energy,Bzvs,Convenience,QuickStop,268,3.76,1008.78
2025-04-28,sku-1002,FizzPop,wILD cHERRY,Soda,Drinks,Hypermarket,megamart supercenters,76,4.1,311.7
2024-07-08,SKU-1011,CrunchBite,bbq,Chips,Bites,Supermarket,FreshGrocer,425,4.53,1927.24
2025-04-14,SKU-1012,CrunchBite,Feamin,Chips,F&B - Snacks,Convenience,Quick-Stop,505,2.25,1134.95
2024-02-12,sku-1009,Titan,Citrus,Energy,F&B - Bev,Online,Prime Pntry,144,5.46,786.36
2024-03-25,SKU-1015,SweetTreat,ChocoChip,Cookies,Snack,Hypermarket,MegaMart,214,2.6,556.54
2025-05-05,SKU-1002,FizzPop,Chery,Soda,drinks,Hypermarket,giant corp,307,3.15,965.63
2024-09-23,sku-1017,DoughBoy,Dbl Chc,Cookies,snack,Supermarket,FreshGrocer LLC,231,4.01,927.4
2025-04-21,SKU-1001,FizzPop,Dt,Soda,Beverage,Supermarket,Fresh Gr,123,2.33,286.57
2025-12-01,SKU-1006,ZAP,Orig,Energy,Beverage,Hypermarket,MegaMart,375,2.57,965.3
2024-07-15,SKU-1008,tITAN,Mixed Berry,Energy,Beverages,Convenience,Corner Store,435,4.82,2096.28
2024-03-11,sku-1s11,CRUNCHBITE,Barbecue,Chips,F&B - Snacks,Convenience,CornerStore Inc,314,3.59,1128.33
2026-02-16,SKU-1005,ColaMax,vAN,Soda,Liquid Refreshment,Supermarket,FzeshGrocer,279,4.53,1264.71
2026-03-09,SKU-1006,Zap,Classic,Energy,f&b - bEV,Hypermarket,Giaet,81,2.01,162.74
2024-05-20,SKU-1a01,FizzPop,Diet,Soda,Beverazes,Convenience,quickstop convenience,365,3.2,1169.5
2026-03-02,SKU-1001,fizzeop,Lite,Soda,dRINKS,Supermarket,Fresh Grocer,151,2.99,452.05
2025-07-07,SKU-1005,ColaMax,VAN,Soda,Beverages,Hypermarket,MegaMart,498,4.06,2022.46
2025-05-19,SKU-1000,FizzPop,oRIG,Soda,Drinks,Hypermarket,Giant Store,135,2.12,286.34
2025-09-01,SKU-1001,FizzPop,Diet,Soda,Beverage,Supermarket,dailyshop local,69,2.91,
2025-08-04,SKU-1006,Zap,Orig,Energy,Drinks,Hypermarket,Giant Store,784,4.04,3170.57
2025-07-14,SKU-1010,CrunchBite,SALT,Chips,F&B - Snacks,Hypermarket,Giant Corp,425,2.51,1068.44
2024-09-09,sku-1003,COLAMAX,STANDARD,Soda,F&B - Bev,Convenience,CornerStore Inc,240,3.1,744.55
2025-02-24,SKU-1009,titzn,Citrs,Energy,LIQUID REFRESHMENT,Convenience,cORNERsTORExiNC,358,2.7,965.43
2025-08-25,SKUe1015,SweetTreat,Choco Chip,Cookies,Snack,Supermarket,FreshGrocer LLC,149,2.14,319.06
2025-03-24,SKU-1013,POTATOKING,cLSSC,Chips,Bites,Convenience,Corner Store,199,3.37,671.39
2024-05-27,SKU-1009,Titan,Lemon-Lime,Energy,dRINKS,Hypermarket,MegaMart Inc.,317,2.0,634.79
2025-04-07,SKU-1016,SweetTreat,Oatmeal,Cookies,Snack,Hypermarket,GIANTSTORE,180,2.84,
2025-04-21,sku-1001,fizzpop,Zeao Cal,Soda,F&B - Bev,Online,Web Cart,443,3.47,1536.87
2025-08-04,SKU-1005,ColaMax,Vnla,Soda,Beverages,Convenience,CornerStore Inc,711,5.85,4162.3
2024-03-04,SKU-1004,COLAMAX,0,Soda,Liquid Refreshment,Supermarket,FreshGrocer,310,3.22,999.5
2024-01-29,sku-1000,FizzPop,Orig,Soda,Beverage,Hypermarket,MegaMart Supercenters,385,3.6,1386.9
2024-09-09,SKU-1014,PotatoKing,Sour Cream,Chips,Snack,Convenience,quick-stop,411,2.87,1179.72
2025-01-27,SKU-1017,DOUGHBOY,Dbl Choco,Cookies,Snaak,Hypermarket,MegaMart,144,5.68,
2025-12-08,sku-1005,ColaMax,French Vanilla,Soda,Beverages,Hypermarket,the giant stxre,54,4.4,237.63
2025-02-17,SKU-1018,DoughBoy,French Vanilla,Cookies,Bitzs,Online,WebCart,452,2.83,1278.24
2024-03-25,SKU-1009,tITAN,Ctrs,Energy,F&Bx- Bev,Supermarket,FreshGrocer,151,3.65,551.09
2026-04-13,SKU-1016,SweetTreat,Oat,Cookies,seACKS,Supermarket,daily shop,411,4.1,1685.42
2025-11-03,SKU-1003,ColaMax,std,Soda,liquid refreshment,Convenience,CornerStore,270,5.29,1427.21
2026-03-09,sku-1010,CrunchBite,oRIGINAL sALTED,Chips,Packaged Snacks,Convenience,CORNERSTORE,434,5.9,2562.71
2024-04-01,SKU-1016,sWEETtREAT,Oatmeal,Cookies,Snack,Convenience,QuickStop,492,2.42,1191.57
2024-11-25,SKU-1018,DoughBoy,van,Cookies,Snacks,Hypermarket,MEGAMART,554,4.14,2294.05
2024-10-14,SKU-1011,crunchbite,BBQ,Chips,Snacks,Online,PRIME PANaRY,94,5.85,549.68
2025-03-03,SKU-1017,dsughboy,dBL cHOCO,Cookies,Snacks,Convenience,CornerzStore,332,4.72,
2024-01-15,SKU-1011,CrunchBite,Hoeey BBQ,Chips,Snack,Online,primepantry,470,3.06,1438.79
2024-12-09,SKU-1013,POTATOKING,Classc,Chips,Bites,Hypermarket,tHE gIANT sTORE,182,2.6,472.35
2026-03-16,sku-1000,FIZZPOP,Oxig,Soda,F&B - Bev,Hypermarket,MegaMart,510,4.35,2218.19
2024-07-15,SKU-1013,PotatoKing,Classc,Chips,sNACKS,Hypermarket,MegaMart,498,2.42,1206.96
2024-06-03,SKU-1007,Zap,no sugar,Energy,Beverages,Convenience,The Corner Store,694,4.81,3339.13
2024-01-22,sku-1002,FizzPop,chery,Soda,Liquid Refreshment,Online,Web Cart,240,2.39,573.85
2025-04-21,SKU-1018,doughboy,VANILLA,Cookies,F&B - Snecks,Online,Web Cart,102,4.14,422.58
2024-03-11,SKU-s015,SweetTreat,CC,Cookies,SNACKS,Convenience,qUICK sTOP,458,4.21,1928.08
2024-05-06,sku-1000,FizzPop,Orig,Soda,bEVERAGE,Hypermarket,GiantStore,170,4.61,783.98
2026-04-06,sku-1017,DoughBoy,DOxBLECHOCO,Cookies,F&B - Snacks,Convenience,cornerstore inc,462,2.53,1168.66
2024-05-27,sku-1014,PotatoKing,Sour Cream,Chips,Packaged Snacks,Convenience,quiskstop,382,5.48,2093.56
2024-06-17,SKU-1017,DoughBoy,Dbl Choco,Cookies,Packaaed Snacks,Online,PrimePantry,61,5.98,364.53
2024-06-17,SKU-1017,DOUGHBOY,Dbl Chc,Cookies,Snacks,Convenience,QUICK STOP,124,2.02,250.77
2024-05-06,SKz-1008,Titan,berry,Energy,F&B - Bev,Convenience,Quick Stop,405,4.65,1884.12
2025-11-10,SKU-1013,PotatoKing,cLASSIC,Chips,Snacks,Online,wEBcART,364,4.12,1498.2
2024-01-29,sku-1012,CrunchBite,flamin,Chips,F&B - SNACKS,Online,PrimePantry,190,2.15,407.65
2025-07-07,SKU-1016,SWEETTREAT,Oat,Cookies,Bites,Online,pRIMEpANTRY,211,2.47,520.26
2024-06-03,SKU-1009,titan,Ctrs,Energy,F&a - Bev,Supermarket,fresh grocer,414,3.51,1454.25
2024-07-08,SKU-1009,Titan,Citrus,Energy,BEVS,Online,Web Cart,99,5.07,501.48
2025-11-17,SKU-1008,TITAN,MIXED BERRY,Energy,Bevs,Supermarket,Fresh Gr,495,5.06,2503.21
2026-06-01,SKU-1002,FizzPop,Cherry,Soda,F&B - Bev,Convenience,THE CORNER STORE,730,4.85,3542.91
2024-09-16,SKU-1004,ColaMax,0,Soda,Drinks,Online,WebCart Online,178,2.39,425.87
2025-09-22,SKU-1009,Titan,Lemon-Lime,Energy,bEVERAGE,Online,Prime Pntry,115,5.99,688.73
2025-08-25,SKU-1005,colamax,Vanilla,Soda,Liquid Refreshment,Convenience,QuickStop,182,5.76,1048.44
2024-04-01,SKU-x018,dOUGHbOY,Vnla,Cookies,Snack,Online,wEB cART,437,4.72,2061.95
2026-05-04,SKU-1006,Zap,Original,Energy,F&B - Bev,Hypermarket,GiantStore,442,3.88,1715.34
2026-04-20,SKU-1012,crunchbite,Flamin,Chips,SNACKS,Hypermarket,Giant Corp,168,5.36,901.12
2025-02-17,SKU-1003,ColaMax,Base,Soda,lIQUID rEFRESHMENT,Hypermarket,megamart inc.,394,2.65,1043.35
2024-10-28,SKU-1001,FizzPop,Dt,Soda,F&B - Bev,Supermarket,DailyShop Local,301,2.93,882.54
2025-09-22,SKU-1009,Titan,Citrus,Energy,Beverage,Hypermarket,THE GIANT STORE,97,4.92,477.35
2024-12-02,sku-1017,DoughBoy,dOUBLEcHOCO,Cookies,f&b z sNACKS,Supermarket,Fresh Gr,470,2.58,1212.18
2024-05-13,SKU-1004,ColaMax,0,Soda,dRINKS,Convenience,CornerStore,257,2.48,637.17
2025-05-19,SKU-1009,tITAN,Ctrs,Energy,Beverage,Convenience,The Corner Store,275,2.77,763.09
2025-11-03,seu-1011,crunchbite,Barbeque,Chips,Snecks,Convenience,Quick-Stop,699,4.73,3308.63
2024-08-05,SKe-1013,PotatoKing,Clazsic,Chips,Snack,Hypermarket,MMart,83,3.75,310.9
